id_venda,data_venda,id_cliente,id_produto,quantidade,valor_unitario,desconto_pct,canal,status_pedido,valor_total_bruto,valor_final
4852,2025-07-18,10187,1004,2,1201.83,0.0,site,concluído,2403.66,2403.66
4853,2025-09-10,11063,1010,3,91.25,0.15,marketplace,concluído,273.75,232.69
4854,2025-06-19,10528,1011,6,785.62,0.2,loja física,em separação,4713.72,3770.98
4855,2025-02-06,10483,1001,4,3549.27,0.0,app,concluído,14197.08,14197.08
4856,2026-03-08,10876,1004,3,1055.36,0.0,site,em separação,3166.08,3166.08
4857,2025-03-16,10728,1011,5,799.11,0.05,loja física,cancelado,3995.55,3795.77
4858,2025-02-18,10425,1005,3,770.04,0.0,app,concluído,2310.12,2310.12
4859,2025-04-27,10049,1002,2,93.63,0.05,app,concluído,187.26,177.9
4860,2025-10-22,10917,1006,2,222.57,0.0,app,concluído,445.14,445.14
4861,2025-06-09,11480,1008,5,915.25,0.0,app,concluído,4576.25,4576.25
4862,2025-01-04,10350,1009,3,533.17,0.1,loja física,concluído,1599.51,1439.56
4863,2025-11-11,10790,1011,4,794.08,0.0,site,pendente,3176.32,3176.32
4864,2026-01-19,11352,1006,3,216.86,0.0,loja física,em separação,650.58,650.58
4865,2025-11-21,10345,1007,1,310.62,0.0,site,concluído,310.62,310.62
4866,2026-03-07,10489,1010,2,90.6,0.15,loja física,concluído,181.2,154.02
4867,2026-03-10,10525,1004,2,1270.16,0.2,site,pendente,2540.32,2032.26
4868,2025-12-11,10602,1010,3,98.25,0.0,loja física,concluído,294.75,294.75
4869,2025-10-15,11115,1007,3,309.93,0.05,marketplace,concluído,929.79,883.3
4870,2025-08-05,10614,1010,3,92.2,0.05,site,concluído,276.6,262.77
4871,2026-01-26,11244,1012,5,394.28,0.0,site,em separação,1971.4,1971.4
4872,2026-01-15,10209,1011,4,828.42,0.0,loja física,concluído,3313.68,3313.68
4873,2025-10-17,10048,1002,1,85.44,0.05,loja física,concluído,85.44,81.17
4874,2025-12-13,10981,1005,3,841.91,0.0,app,concluído,2525.73,2525.73
4875,2025-01-17,11395,1009,2,587.97,0.1,marketplace,pendente,1175.94,1058.35
4876,2025-04-12,10730,1002,3,83.18,0.1,app,concluído,249.54,224.59
4877,2025-02-16,11438,1009,6,516.94,0.0,app,em separação,3101.64,3101.64
4878,2026-02-09,11203,1007,6,295.31,0.1,app,não informado,1771.86,1594.67
4879,2025-11-08,10090,1005,2,938.62,0.0,app,cancelado,1877.24,1877.24
4880,2025-12-07,10934,1004,1,1234.86,0.2,marketplace,concluído,1234.86,987.89
4881,2025-09-24,10201,1010,5,104.5,0.05,marketplace,concluído,522.5,496.38
4882,2025-05-03,10031,1008,2,822.75,0.2,app,concluído,1645.5,1316.4
4883,2025-03-16,10495,1001,1,3425.99,0.0,marketplace,concluído,3425.99,3425.99
4884,2025-12-08,10103,1003,4,156.31,0.0,site,concluído,625.24,625.24
4885,2025-11-07,10325,1002,5,77.63,0.1,marketplace,em separação,388.15,349.33
4886,2026-01-18,10440,1010,2,97.39,0.1,marketplace,concluído,194.78,175.3
4887,2025-07-08,10860,1005,3,1096.23,0.0,marketplace,pendente,3288.69,3288.69
4888,2026-02-10,11464,1012,1,427.61,0.05,app,não informado,427.61,406.23
4889,2025-08-15,11318,1001,4,3368.92,0.0,loja física,não informado,13475.68,13475.68
4890,2025-01-01,11496,1008,2,754.7,0.1,loja física,concluído,1509.4,1358.46
4891,2025-02-03,10438,1006,1,231.34,0.0,loja física,concluído,231.34,231.34
4892,2025-02-06,10696,1009,1,543.21,0.05,marketplace,concluído,543.21,516.05
4893,2025-12-13,11335,1006,4,236.29,0.1,app,concluído,945.16,850.64
4894,2025-07-15,10135,1009,5,476.9,0.0,app,concluído,2384.5,2384.5
4895,2025-01-11,11335,1004,2,1251.87,0.1,app,concluído,2503.74,2253.37
4896,2025-09-10,11001,1011,2,753.0,0.0,app,concluído,1506.0,1506.0
4897,2025-04-01,10682,1008,1,859.23,0.0,site,concluído,859.23,859.23
4898,2025-07-11,10642,1007,1,323.05,0.05,site,concluído,323.05,306.9
4899,2025-03-27,10919,1007,3,329.89,0.05,loja física,em separação,989.67,940.19
4900,2025-02-16,10835,1010,6,87.38,0.15,loja física,pendente,524.28,445.64
4901,2026-03-15,10382,1008,2,892.39,0.0,marketplace,concluído,1784.78,1784.78
4902,2025-02-01,11418,1012,2,415.5,0.0,loja física,concluído,831.0,831.0
4903,2026-02-09,11094,1002,5,87.55,0.0,loja física,concluído,437.75,437.75
4904,2025-04-30,11487,1012,2,436.12,0.0,marketplace,concluído,872.24,872.24
4905,2025-11-17,10760,1001,2,4017.82,0.0,loja física,concluído,8035.64,8035.64
4906,2025-05-18,10366,1008,3,890.74,0.0,app,concluído,2672.22,2672.22
4907,2025-10-19,11321,1006,1,219.01,0.0,site,concluído,219.01,219.01
4908,2025-05-29,10110,1007,3,307.68,0.0,marketplace,concluído,923.04,923.04
4909,2025-04-22,10770,1009,5,511.37,0.15,loja física,concluído,2556.85,2173.32
4910,2025-11-28,10259,1009,1,582.86,0.2,loja física,cancelado,582.86,466.29
4911,2025-05-08,10365,1011,2,856.95,0.0,marketplace,concluído,1713.9,1713.9
4912,2025-07-26,10087,1011,2,854.77,0.15,app,concluído,1709.54,1453.11
4913,2025-05-09,10745,1002,2,79.78,0.05,site,concluído,159.56,151.58
4914,2025-06-29,10303,1001,1,3305.42,0.0,marketplace,concluído,3305.42,3305.42
4915,2025-09-03,11216,1011,1,804.13,0.05,marketplace,concluído,804.13,763.92
4916,2025-01-30,10416,1010,2,88.45,0.15,marketplace,concluído,176.9,150.36
4917,2025-03-28,11153,1011,3,764.44,0.1,loja física,concluído,2293.32,2063.99
4918,2025-09-30,10050,1010,3,86.41,0.0,site,concluído,259.23,259.23
4919,2025-11-15,10211,1007,2,322.48,0.15,site,concluído,644.96,548.22
4920,2025-01-26,11184,1002,4,82.88,0.0,loja física,pendente,331.52,331.52
4921,2025-09-10,10514,1005,5,947.36,0.05,app,concluído,4736.8,4499.96
4922,2025-06-02,10674,1012,1,420.24,0.2,marketplace,concluído,420.24,336.19
4923,2025-10-16,10971,1009,1,621.8,0.1,marketplace,concluído,621.8,559.62
4924,2025-02-12,10448,1003,3,166.43,0.2,site,concluído,499.29,399.43
4925,2026-03-10,10625,1008,3,904.79,0.1,site,concluído,2714.37,2442.93
4926,2025-12-09,11158,1006,2,228.41,0.05,loja física,concluído,456.82,433.98
4927,2025-06-27,11263,1002,6,81.04,0.0,app,concluído,486.24,486.24
4928,2026-02-20,10540,1011,1,762.44,0.05,site,concluído,762.44,724.32
4929,2025-08-10,10277,1004,2,1259.33,0.05,loja física,concluído,2518.66,2392.73
4930,2025-03-15,10410,1002,1,80.77,0.0,marketplace,pendente,80.77,80.77
4931,2025-05-19,10044,1010,1,89.58,0.0,loja física,concluído,89.58,89.58
4932,2025-03-10,10271,1010,4,107.58,0.0,site,concluído,430.32,430.32
4933,2025-03-16,11050,1001,1,3508.42,0.0,loja física,concluído,3508.42,3508.42
4934,2025-04-29,11037,1004,5,1080.43,0.0,app,concluído,5402.15,5402.15
4935,2025-08-10,10592,1009,2,597.63,0.0,loja física,cancelado,1195.26,1195.26
4936,2025-03-13,10417,1011,3,796.63,0.1,loja física,concluído,2389.89,2150.9
4937,2026-03-04,10175,1005,1,1028.89,0.05,loja física,concluído,1028.89,977.45
4938,2025-07-22,10537,1007,1,316.66,0.1,site,pendente,316.66,284.99
4939,2025-07-18,10250,1006,1,218.67,0.05,loja física,concluído,218.67,207.74
4940,2025-11-11,10556,1012,4,416.58,0.05,marketplace,concluído,1666.32,1583.0
4941,2025-01-11,11023,1006,3,213.14,0.1,marketplace,cancelado,639.42,575.48
4942,2025-11-24,10617,1004,3,1270.27,0.0,app,em separação,3810.81,3810.81
4943,2025-05-26,10300,1011,2,728.2,0.0,site,pendente,1456.4,1456.4
4944,2025-07-14,11232,1004,4,1388.74,0.1,marketplace,concluído,5554.96,4999.46
4945,2025-08-09,10294,1005,3,1036.84,0.0,site,concluído,3110.52,3110.52
4946,2026-01-09,11211,1006,2,213.93,0.0,loja física,não informado,427.86,427.86
4947,2026-01-11,11267,1003,5,144.43,0.0,marketplace,pendente,722.15,722.15
4948,2025-05-17,10244,1011,1,750.65,0.0,app,concluído,750.65,750.65
4949,2025-07-27,11353,1003,1,146.99,0.0,site,concluído,146.99,146.99
4950,2026-03-03,11142,1003,6,141.26,0.0,site,concluído,847.56,847.56
4951,2025-05-19,10961,1002,5,78.29,0.1,loja física,concluído,391.45,352.3
4952,2025-12-22,11425,1002,3,86.1,0.2,app,concluído,258.3,206.64
4953,2025-07-30,10107,1002,2,83.13,0.05,marketplace,concluído,166.26,157.95
4954,2025-07-31,10045,1010,1,86.32,0.05,marketplace,concluído,86.32,82.0
4955,2025-12-20,10964,1011,1,784.98,0.0,loja física,concluído,784.98,784.98
4956,2025-11-20,11103,1003,4,139.44,0.0,loja física,em separação,557.76,557.76
4957,2025-09-27,10785,1008,3,831.71,0.0,site,em separação,2495.13,2495.13
4958,2025-02-01,11216,1007,1,304.73,0.0,marketplace,concluído,304.73,304.73
4959,2025-03-03,10579,1001,4,3243.78,0.0,marketplace,concluído,12975.12,12975.12
4960,2026-02-14,10089,1006,2,198.71,0.05,app,pendente,397.42,377.55
4961,2025-07-16,10401,1011,4,773.81,0.1,loja física,concluído,3095.24,2785.72
4962,2025-10-20,10787,1008,1,895.28,0.2,marketplace,pendente,895.28,716.22
4963,2026-02-18,10873,1007,2,348.01,0.0,loja física,concluído,696.02,696.02
4964,2025-08-28,10545,1009,1,538.42,0.1,marketplace,concluído,538.42,484.58
4965,2025-05-08,10872,1005,1,951.11,0.2,app,não informado,951.11,760.89
4966,2025-03-27,10946,1001,2,3111.0,0.2,app,em separação,6222.0,4977.6
4967,2025-01-13,11363,1003,2,147.65,0.0,marketplace,concluído,295.3,295.3
4968,2026-03-07,11087,1007,3,330.59,0.05,app,concluído,991.77,942.18
4969,2025-05-20,10237,1012,3,382.81,0.05,marketplace,concluído,1148.43,1091.01
4970,2025-06-19,10622,1010,2,96.1,0.0,site,concluído,192.2,192.2
4971,2025-04-01,10019,1002,4,71.36,0.1,site,em separação,285.44,256.9
4972,2025-03-06,10422,1008,1,908.03,0.0,marketplace,concluído,908.03,908.03
4973,2026-03-14,10372,1010,3,90.03,0.15,loja física,concluído,270.09,229.58
4974,2025-03-14,11409,1009,1,533.97,0.0,loja física,concluído,533.97,533.97
4975,2025-09-06,10228,1005,2,994.58,0.1,app,concluído,1989.16,1790.24
4976,2025-05-27,11115,1004,1,1008.62,0.05,site,cancelado,1008.62,958.19
4977,2025-09-20,10621,1002,1,80.68,0.05,app,concluído,80.68,76.65
4978,2025-08-27,10071,1006,3,205.98,0.05,marketplace,em separação,617.94,587.04
4979,2026-03-06,11304,1006,1,214.99,0.05,loja física,concluído,214.99,204.24
4980,2026-02-27,10137,1011,2,784.98,0.15,loja física,concluído,1569.96,1334.47
4981,2025-05-18,10200,1001,2,3697.58,0.0,site,pendente,7395.16,7395.16
4982,2025-05-06,10603,1009,4,504.59,0.15,site,concluído,2018.36,1715.61
4983,2025-12-29,10056,1006,3,224.35,0.1,site,concluído,673.05,605.75
4984,2025-04-09,10599,1008,2,1015.97,0.0,site,em separação,2031.94,2031.94
4985,2025-04-24,10723,1006,4,223.81,0.0,app,em separação,895.24,895.24
4986,2025-02-27,10614,1005,1,958.85,0.1,loja física,pendente,958.85,862.97
4987,2025-10-03,10885,1007,1,345.79,0.0,site,concluído,345.79,345.79
4988,2026-01-27,10201,1003,3,152.55,0.0,app,pendente,457.65,457.65
4989,2025-05-06,11371,1012,1,439.89,0.0,app,em separação,439.89,439.89
4990,2025-12-14,11150,1009,4,538.42,0.0,site,concluído,2153.68,2153.68
4991,2025-08-01,10894,1006,1,225.73,0.1,app,não informado,225.73,203.16
4992,2025-05-23,10833,1008,1,769.05,0.05,app,concluído,769.05,730.6
4993,2025-01-22,10158,1008,3,840.0,0.0,app,em separação,2520.0,2520.0
4994,2026-02-23,10548,1005,1,1220.29,0.15,loja física,concluído,1220.29,1037.25
4995,2026-02-27,10120,1003,4,143.78,0.15,site,concluído,575.12,488.85
4996,2025-04-16,11461,1008,1,911.32,0.0,marketplace,concluído,911.32,911.32
4997,2025-08-14,10187,1010,2,101.51,0.1,site,pendente,203.02,182.72
4998,2025-08-25,10917,1002,2,86.14,0.0,app,em separação,172.28,172.28
4999,2025-04-16,10337,1004,1,1332.19,0.0,site,concluído,1332.19,1332.19
5000,2026-03-05,10329,1003,1,149.43,0.05,site,em separação,149.43,141.96
5001,2026-01-13,10616,1006,2,184.62,0.0,marketplace,concluído,369.24,369.24
5002,2025-05-27,10838,1011,1,784.67,0.0,site,concluído,784.67,784.67
5003,2025-08-29,10469,1004,1,1254.16,0.2,app,concluído,1254.16,1003.33
5004,2025-10-17,10551,1005,1,973.66,0.1,marketplace,concluído,973.66,876.29
5005,2026-02-02,10464,1006,3,232.72,0.2,marketplace,pendente,698.16,558.53
5006,2026-01-04,11286,1012,3,430.63,0.0,site,em separação,1291.89,1291.89
5007,2025-05-25,11397,1004,1,1172.78,0.0,loja física,pendente,1172.78,1172.78
5008,2025-09-09,10517,1009,1,566.47,0.15,app,não informado,566.47,481.5
5009,2025-04-15,10073,1007,4,336.79,0.0,marketplace,concluído,1347.16,1347.16
5010,2025-06-09,10636,1011,4,857.67,0.0,loja física,concluído,3430.68,3430.68
5011,2025-04-17,11311,1005,3,842.21,0.0,app,concluído,2526.63,2526.63
5012,2025-12-29,10448,1012,4,427.13,0.0,loja física,em separação,1708.52,1708.52
5013,2025-10-20,10994,1009,1,548.03,0.0,loja física,concluído,548.03,548.03
5014,2025-07-15,11359,1002,2,73.98,0.0,app,pendente,147.96,147.96
5015,2025-08-08,10104,1011,2,758.59,0.15,loja física,concluído,1517.18,1289.6
5016,2025-03-22,11246,1007,4,301.05,0.05,app,concluído,1204.2,1143.99
5017,2026-03-11,10452,1006,2,230.19,0.05,loja física,cancelado,460.38,437.36
5018,2026-03-03,10346,1005,1,1011.77,0.15,site,cancelado,1011.77,860.0
5019,2025-12-25,10887,1008,3,902.95,0.1,app,concluído,2708.85,2437.97
5020,2025-08-10,11372,1011,2,862.33,0.05,loja física,concluído,1724.66,1638.43
5021,2025-05-10,10986,1007,2,294.16,0.0,loja física,cancelado,588.32,588.32
5022,2025-01-13,10468,1010,2,92.18,0.1,app,concluído,184.36,165.92
5023,2025-11-22,11111,1006,2,245.42,0.0,marketplace,concluído,490.84,490.84
5024,2025-02-11,11332,1003,4,168.94,0.0,site,concluído,675.76,675.76
5025,2025-06-23,10271,1001,3,3322.24,0.0,site,concluído,9966.72,9966.72
5026,2025-04-01,10170,1012,1,510.87,0.2,site,concluído,510.87,408.7
5027,2025-04-12,10716,1006,1,201.13,0.0,marketplace,concluído,201.13,201.13
5028,2025-10-11,10054,1005,3,963.9,0.05,loja física,concluído,2891.7,2747.12
5029,2025-09-15,10277,1008,3,900.24,0.05,site,concluído,2700.72,2565.68
5030,2025-04-22,10865,1008,2,848.41,0.15,site,em separação,1696.82,1442.3
5031,2025-06-21,11056,1006,6,227.08,0.0,app,concluído,1362.48,1362.48
5032,2025-08-25,10796,1007,4,326.11,0.05,loja física,pendente,1304.44,1239.22
5033,2026-03-03,10006,1011,1,879.34,0.15,loja física,concluído,879.34,747.44
5034,2025-04-14,10068,1008,4,832.05,0.1,site,concluído,3328.2,2995.38
5035,2026-02-16,10411,1004,2,1112.06,0.0,app,cancelado,2224.12,2224.12
5036,2025-12-22,10668,1007,2,308.71,0.05,loja física,concluído,617.42,586.55
5037,2025-07-02,11225,1006,4,221.23,0.15,marketplace,cancelado,884.92,752.18
5038,2025-08-28,10182,1005,3,1033.72,0.1,marketplace,concluído,3101.16,2791.04
5039,2025-08-21,11073,1001,1,3100.34,0.05,app,concluído,3100.34,2945.32
5040,2025-01-15,10945,1012,6,448.18,0.15,app,concluído,2689.08,2285.72
5041,2025-03-23,10454,1012,5,415.54,0.1,app,concluído,2077.7,1869.93
5042,2025-08-14,10048,1010,1,96.69,0.1,loja física,concluído,96.69,87.02
5043,2025-05-15,10579,1003,2,142.15,0.0,loja física,concluído,284.3,284.3
5044,2025-12-26,10500,1007,3,321.96,0.0,app,cancelado,965.88,965.88
5045,2026-03-12,11494,1011,5,713.25,0.0,marketplace,concluído,3566.25,3566.25
5046,2025-08-23,10225,1009,3,568.44,0.1,app,concluído,1705.32,1534.79
5047,2025-09-21,10796,1007,2,347.76,0.0,site,concluído,695.52,695.52
5048,2025-03-29,11356,1007,4,305.38,0.1,site,concluído,1221.52,1099.37
5049,2025-05-29,11432,1012,1,389.03,0.2,app,concluído,389.03,311.22
5050,2025-05-10,10857,1004,1,1132.21,0.15,loja física,pendente,1132.21,962.38
5051,2025-08-01,10919,1006,1,198.5,0.2,site,concluído,198.5,158.8
5052,2025-04-12,10018,1009,4,518.73,0.0,loja física,cancelado,2074.92,2074.92
5053,2025-05-29,10701,1002,1,88.01,0.1,loja física,em separação,88.01,79.21
5054,2025-04-16,10761,1008,1,845.65,0.05,marketplace,cancelado,845.65,803.37
5055,2026-02-07,10836,1001,3,3804.44,0.0,app,não informado,11413.32,11413.32
5056,2025-04-15,11481,1007,1,310.62,0.0,site,concluído,310.62,310.62
5057,2025-10-08,10604,1007,2,378.61,0.0,app,concluído,757.22,757.22
5058,2025-01-26,10309,1004,3,1322.01,0.0,marketplace,concluído,3966.03,3966.03
5059,2025-09-21,10551,1003,3,153.16,0.0,app,pendente,459.48,459.48
5060,2025-07-10,10771,1006,6,229.16,0.05,site,em separação,1374.96,1306.21
5061,2025-09-21,10449,1005,2,797.87,0.1,loja física,concluído,1595.74,1436.17
5062,2025-05-21,10650,1009,1,519.29,0.0,loja física,concluído,519.29,519.29
5063,2025-05-08,10986,1012,2,368.48,0.2,app,concluído,736.96,589.57
5064,2025-09-15,10424,1007,2,321.14,0.0,loja física,concluído,642.28,642.28
5065,2025-12-04,10490,1009,1,608.38,0.0,marketplace,concluído,608.38,608.38
5066,2025-02-03,10506,1010,1,97.85,0.15,loja física,pendente,97.85,83.17
5067,2025-09-15,11281,1001,1,3621.79,0.0,loja física,concluído,3621.79,3621.79
5068,2025-05-27,11149,1003,2,148.45,0.05,app,em separação,296.9,282.06
5069,2025-04-01,11218,1004,6,1153.52,0.05,app,concluído,6921.12,6575.06
5070,2026-02-17,10506,1006,6,244.46,0.1,site,concluído,1466.76,1320.08
5071,2025-12-12,10290,1010,1,97.71,0.05,site,concluído,97.71,92.82
5072,2025-10-30,10623,1006,1,220.27,0.0,site,em separação,220.27,220.27
5073,2025-07-08,10295,1004,6,1198.08,0.05,loja física,concluído,7188.48,6829.06
5074,2026-01-23,10499,1002,2,88.56,0.1,marketplace,concluído,177.12,159.41
5075,2025-08-10,11279,1005,1,912.31,0.15,site,concluído,912.31,775.46
5076,2025-10-28,11185,1003,2,150.5,0.05,loja física,concluído,301.0,285.95
5077,2025-05-05,10724,1007,2,289.12,0.0,site,concluído,578.24,578.24
5078,2026-03-12,10403,1011,1,752.28,0.0,app,concluído,752.28,752.28
5079,2025-11-22,10645,1003,3,139.38,0.05,loja física,em separação,418.14,397.23
5080,2025-04-21,11280,1009,5,546.53,0.0,marketplace,pendente,2732.65,2732.65
5081,2025-04-17,10724,1003,2,148.04,0.0,loja física,concluído,296.08,296.08
5082,2025-08-12,11024,1008,3,865.08,0.1,app,concluído,2595.24,2335.72
5083,2025-08-30,11068,1004,1,1103.04,0.2,marketplace,pendente,1103.04,882.43
5084,2025-11-10,10874,1007,6,275.03,0.1,marketplace,concluído,1650.18,1485.16
5085,2025-05-15,10613,1005,2,748.82,0.1,site,concluído,1497.64,1347.88
5086,2025-11-03,10264,1001,1,3398.19,0.1,app,não informado,3398.19,3058.37
5087,2025-08-18,10033,1011,2,752.01,0.05,loja física,concluído,1504.02,1428.82
5088,2026-02-12,10088,1004,1,1216.38,0.05,marketplace,concluído,1216.38,1155.56
5089,2025-09-11,10401,1004,3,1211.07,0.0,loja física,concluído,3633.21,3633.21
5090,2025-01-02,10624,1001,3,3999.38,0.05,loja física,em separação,11998.14,11398.23
5091,2025-05-28,10756,1008,2,890.37,0.0,app,concluído,1780.74,1780.74
5092,2026-02-23,10500,1003,2,153.31,0.05,loja física,concluído,306.62,291.29
5093,2025-01-11,11251,1001,2,3479.85,0.0,marketplace,não informado,6959.7,6959.7
5094,2025-02-22,11063,1010,4,95.38,0.2,loja física,concluído,381.52,305.22
5095,2025-01-26,11170,1007,2,329.34,0.05,site,concluído,658.68,625.75
5096,2025-10-25,11004,1005,2,959.47,0.1,loja física,concluído,1918.94,1727.05
5097,2025-01-30,10278,1002,4,82.58,0.1,app,concluído,330.32,297.29
5098,2025-07-19,10767,1004,1,1286.42,0.0,app,concluído,1286.42,1286.42
5099,2025-07-17,10085,1011,2,808.63,0.0,loja física,concluído,1617.26,1617.26
5100,2025-06-22,11060,1006,3,213.62,0.0,app,concluído,640.86,640.86
5101,2025-04-11,10541,1010,1,97.95,0.0,loja física,pendente,97.95,97.95
5102,2025-09-11,10502,1011,1,863.15,0.1,loja física,concluído,863.15,776.83
5103,2025-11-19,10035,1004,3,1209.5,0.0,app,concluído,3628.5,3628.5
5104,2026-03-04,11403,1004,4,1216.25,0.05,app,concluído,4865.0,4621.75
5105,2025-08-25,10494,1009,3,533.73,0.15,loja física,concluído,1601.19,1361.01
5106,2025-09-07,10824,1002,1,79.57,0.1,site,cancelado,79.57,71.61
5107,2025-07-06,10341,1002,1,86.83,0.0,loja física,concluído,86.83,86.83
5108,2025-06-30,10759,1002,1,84.81,0.1,app,cancelado,84.81,76.33
5109,2025-02-23,10533,1006,1,229.77,0.0,app,concluído,229.77,229.77
5110,2025-05-29,11082,1008,1,936.04,0.0,site,concluído,936.04,936.04
5111,2025-07-04,11132,1006,3,232.57,0.15,marketplace,concluído,697.71,593.05
5112,2025-01-22,10002,1003,5,173.0,0.05,site,concluído,865.0,821.75
5113,2025-04-15,11008,1007,5,338.81,0.2,loja física,concluído,1694.05,1355.24
5114,2025-06-26,11184,1006,2,238.64,0.0,marketplace,concluído,477.28,477.28
5115,2025-08-24,11399,1003,4,149.43,0.1,site,em separação,597.72,537.95
5116,2025-01-16,10160,1012,3,447.46,0.0,app,concluído,1342.38,1342.38
5117,2025-05-23,11104,1003,5,147.85,0.0,app,em separação,739.25,739.25
5118,2025-07-01,10483,1001,1,3564.7,0.0,app,concluído,3564.7,3564.7
5119,2025-11-25,11218,1006,2,192.44,0.15,marketplace,em separação,384.88,327.15
5120,2025-03-07,10426,1009,2,573.76,0.0,app,concluído,1147.52,1147.52
5121,2025-03-08,10448,1002,3,80.32,0.0,loja física,concluído,240.96,240.96
5122,2025-04-05,10627,1003,2,128.46,0.1,site,pendente,256.92,231.23
5123,2025-06-04,10259,1009,3,597.13,0.0,marketplace,não informado,1791.39,1791.39
5124,2026-01-14,10998,1009,4,512.96,0.05,loja física,concluído,2051.84,1949.25
5125,2025-12-04,10749,1006,3,222.49,0.1,site,em separação,667.47,600.72
5126,2025-07-30,11442,1010,3,101.59,0.05,site,concluído,304.77,289.53
5127,2026-02-17,10091,1004,2,1332.12,0.0,marketplace,em separação,2664.24,2664.24
5128,2025-06-09,11259,1011,1,798.91,0.1,loja física,concluído,798.91,719.02
5129,2026-02-06,10089,1010,2,90.23,0.0,site,concluído,180.46,180.46
5130,2025-08-10,10779,1003,2,161.18,0.1,app,em separação,322.36,290.12
5131,2025-05-06,11414,1005,1,951.11,0.2,site,em separação,951.11,760.89
5132,2026-01-22,11086,1001,3,3739.87,0.05,site,concluído,11219.61,10658.63
5133,2025-10-14,10511,1005,2,1071.55,0.05,app,concluído,2143.1,2035.94
5134,2025-09-14,10433,1001,2,3669.27,0.1,loja física,concluído,7338.54,6604.69
5135,2025-12-31,10382,1008,1,876.78,0.15,loja física,concluído,876.78,745.26
5136,2025-06-28,10985,1005,1,830.9,0.0,app,em separação,830.9,830.9
5137,2025-12-13,10855,1009,2,493.53,0.0,site,concluído,987.06,987.06
5138,2025-06-28,11027,1009,3,640.88,0.1,marketplace,concluído,1922.64,1730.38
5139,2025-01-28,11017,1005,4,912.33,0.15,site,concluído,3649.32,3101.92
5140,2025-12-07,10211,1005,1,884.91,0.15,loja física,concluído,884.91,752.17
5141,2025-06-05,10343,1005,2,1038.86,0.0,marketplace,cancelado,2077.72,2077.72
5142,2025-08-23,11297,1007,3,305.53,0.05,site,concluído,916.59,870.76
5143,2025-08-10,10053,1002,1,74.24,0.15,loja física,concluído,74.24,63.1
5144,2025-03-30,11362,1002,2,93.47,0.0,marketplace,pendente,186.94,186.94
5145,2025-02-22,10072,1009,2,568.46,0.05,app,concluído,1136.92,1080.07
5146,2026-01-12,10497,1010,3,91.81,0.1,loja física,concluído,275.43,247.89
5147,2026-01-16,11411,1008,1,870.26,0.1,site,concluído,870.26,783.23
5148,2025-04-10,10307,1003,2,152.78,0.0,site,concluído,305.56,305.56
5149,2025-04-03,10591,1009,3,521.43,0.2,marketplace,concluído,1564.29,1251.43
5150,2025-11-27,10622,1010,4,86.64,0.15,app,em separação,346.56,294.58
5151,2026-01-29,11361,1010,4,96.04,0.1,marketplace,pendente,384.16,345.74
5152,2026-02-25,10356,1009,1,537.67,0.2,marketplace,pendente,537.67,430.14
5153,2026-02-01,10270,1002,3,79.43,0.2,app,concluído,238.29,190.63
5154,2025-11-16,11234,1009,2,534.01,0.15,marketplace,concluído,1068.02,907.82
5155,2025-05-22,11488,1012,2,430.63,0.0,app,concluído,861.26,861.26
5156,2025-12-17,10973,1004,1,1081.17,0.05,app,em separação,1081.17,1027.11
5157,2025-03-25,10514,1009,2,504.15,0.15,site,em separação,1008.3,857.06
5158,2025-08-10,11002,1004,1,1152.78,0.0,app,concluído,1152.78,1152.78
5159,2025-08-10,11318,1012,3,503.94,0.0,loja física,em separação,1511.82,1511.82
5160,2025-12-10,10922,1007,1,310.62,0.2,app,concluído,310.62,248.5
5161,2025-04-14,10914,1003,3,143.99,0.1,loja física,concluído,431.97,388.77
5162,2025-03-22,10580,1012,1,523.65,0.05,app,concluído,523.65,497.47
5163,2025-11-29,10474,1003,1,136.52,0.05,app,concluído,136.52,129.69
5164,2025-11-24,11478,1004,2,1171.63,0.0,app,concluído,2343.26,2343.26
5165,2025-09-25,10892,1012,3,382.4,0.0,site,não informado,1147.2,1147.2
5166,2025-08-10,11019,1009,1,592.96,0.2,app,concluído,592.96,474.37
5167,2025-05-27,11031,1007,1,323.87,0.0,loja física,concluído,323.87,323.87
5168,2025-10-20,10725,1005,2,977.28,0.15,loja física,concluído,1954.56,1661.38
5169,2025-02-22,11309,1002,1,76.4,0.0,app,concluído,76.4,76.4
5170,2026-01-29,10737,1009,3,511.6,0.0,site,concluído,1534.8,1534.8
5171,2025-05-05,11114,1008,3,865.72,0.0,app,concluído,2597.16,2597.16
5172,2025-01-30,10818,1009,4,532.91,0.1,app,concluído,2131.64,1918.48
5173,2025-01-20,10803,1007,2,324.34,0.05,site,concluído,648.68,616.25
5174,2025-02-07,11360,1007,1,269.33,0.0,site,pendente,269.33,269.33
5175,2025-12-13,10493,1010,4,101.73,0.2,loja física,concluído,406.92,325.54
5176,2025-08-06,10902,1006,3,236.5,0.0,loja física,concluído,709.5,709.5
5177,2025-01-01,11402,1002,2,83.27,0.0,marketplace,concluído,166.54,166.54
5178,2025-08-06,10619,1006,1,226.65,0.0,app,concluído,226.65,226.65
5179,2025-09-25,10380,1001,1,3731.13,0.15,site,pendente,3731.13,3171.46
5180,2025-03-16,10244,1005,2,971.83,0.1,app,concluído,1943.66,1749.29
